id,firstname,lastname,email,email2,profession,Field Name
618,969.38,37.69,133.92,559.08,1916-01-17,944
619,730.73,59.98,429.3,454.81,1920-09-08,965
620,944.29,102.35,45.51,454.1,1907-04-22,546
621,706.96,219.59,6.73,637.7,1926-01-22,951
622,844.41,348.91,194.99,25.19,1993-11-13,266
623,731.61,660.83,670.69,575.74,2016-10-07,428
624,773.37,374.85,196.08,724.64,1957-09-08,743
625,357.97,438.23,15.1,633.17,1913-08-16,329
626,201.53,441.9,196.65,992.6,1926-04-24,885
627,286.16,275.63,257.95,536.92,1907-01-21,405
628,413.9,701.75,320.07,995.62,1936-08-06,367
629,113.91,677.72,100.88,86.68,1952-01-19,382
630,978.94,475.58,634.37,176.31,1924-05-05,782
631,183.59,80.83,467.45,328.9,1962-06-17,850
632,20.32,983.08,67.51,306.49,2019-06-09,533
633,383.58,145.54,369.36,476.29,1903-06-28,150
634,455.08,574.85,279.02,63.86,2001-02-10,929
635,981.97,503.42,373.56,678.51,1970-09-24,38
636,296.94,606.26,359.72,486.25,1901-11-10,328
637,661.84,365.32,93.36,455.92,1919-05-20,963
638,840.79,71.07,928.29,882.81,1934-06-15,787
639,153.21,37.78,801.11,367.46,1975-06-28,668
640,35.08,72.45,776.61,137.92,2015-06-10,889
641,99.17,20.59,562.07,918.31,1920-06-22,42
642,7.92,439.56,814.67,510.2,1952-08-20,731
643,660.93,314.32,416.82,377.72,1917-01-24,844
644,337.54,150.44,788.94,915.91,1907-07-19,594
645,70.26,225.65,749.88,774.38,1923-09-30,835
646,985.07,250.56,611.09,325.43,1978-07-11,33
647,709.13,410.92,576.99,300,1926-05-31,366
648,670.35,155.97,276.12,469.16,1957-03-18,50
649,594.8,970.64,988.45,237.45,1934-03-21,90
650,370.73,722.59,777.88,542.49,1931-10-09,833
651,176.28,42.78,588.83,107.53,1907-05-03,5
652,804.77,730.74,622.8,87.95,1926-01-12,644
653,542.72,817.94,615.89,48.64,1978-03-04,751
654,29.22,959.01,596.1,96.1,1931-07-21,27
655,225.74,208.07,579.73,383.07,1944-08-22,367
656,310.09,111.04,59.42,993.15,1972-11-04,780
657,930.24,849.57,544.05,925.43,1901-08-29,980
658,171.73,326.31,371.56,609.29,1919-03-13,584
659,329.62,553.81,90.2,411.98,2014-03-29,443
660,630.02,361.3,501.35,368.19,2017-06-14,90
661,742.75,584.79,614.66,123.55,1992-07-08,266
662,730.06,646.68,629.84,938.36,1903-02-20,963
663,316.83,845.74,593.2,601.31,1942-03-05,653
664,453.25,794.85,373.1,62.76,1918-09-19,134
665,548.27,632.17,656.17,542.64,1948-07-10,406
666,221.35,689.23,215.39,33.17,2013-01-15,482
667,376.79,710.08,373.09,550.9,1975-02-07,80
668,189.77,520.21,407,653.78,1985-09-24,921
669,679.18,422.11,832.49,838.65,1969-08-11,471
670,157.97,181.85,958.97,312.07,1934-10-15,356
671,674.4,510.3,109.73,790.06,1971-04-21,415
672,203.03,259.95,295.08,721.6,1972-02-11,932
673,523.78,558.53,81.29,197.17,1923-08-08,999
674,553.42,28.69,996.33,826.57,1964-12-13,64
675,657.55,824.25,663.03,349.74,1975-07-05,547
676,399.9,983.29,557.46,342.75,2009-01-10,594
677,69.99,535.66,548.03,617.66,2001-07-28,58
678,638.24,994.31,516.59,332.76,1947-08-14,909
679,742.26,49.37,885.9,567.37,2006-02-13,917
680,324.71,465.01,34.34,287.63,1901-09-13,255
681,725.89,826.26,420.94,441.18,1900-04-16,698
682,555.15,746.13,180.63,318.55,1944-07-23,474
683,22.47,255.68,196.64,711.35,1998-07-20,614
684,186.01,851.43,724.65,815.41,1972-05-26,176
685,232.58,501.73,411.95,973.58,1919-06-13,869
686,133.4,795.17,818.65,100.83,1939-04-29,672
687,862.36,173.47,95.23,656.19,1914-06-03,851
688,343.06,707.53,457.64,45.72,1966-07-18,29
689,445.88,872.67,96.4,183.4,2009-02-14,635
690,679.79,873.11,502.39,366.85,1941-11-24,728
691,271.16,797.2,508.98,146.99,1937-08-25,98
692,814.09,637.54,640.23,220,2015-12-21,213
693,662.08,670.79,433.39,331.29,1983-11-17,340
694,407.52,770.21,87.31,1.2,1935-08-10,528
695,479.04,152.27,813.82,323.9,1943-08-04,442
696,66.53,138.92,47.86,159.52,1984-04-14,55
697,660.39,423.12,364.45,207.55,1955-05-12,456
698,719.02,835.98,341.73,558.66,1963-01-06,417
699,259.5,668.08,230.09,766.87,1973-04-27,205
700,670.71,566.64,746.97,99.47,1926-07-28,229
701,209.29,928.3,678.17,151.83,2007-08-20,354
702,632.78,476.25,978.16,880.76,2017-03-22,106
703,728.46,669.08,763.01,185.11,1995-12-04,861
704,509.67,739.31,992.36,86.28,1975-08-21,624
705,682.82,5.95,359.95,972.73,1957-04-05,528
706,495.89,988.56,146.91,992.18,1989-03-28,810
707,399.25,163.01,424.47,818.75,1902-01-05,19
708,471.51,506.53,430.79,744.07,1971-09-18,980
709,474.49,691.53,197.03,160.55,1915-09-24,49
710,368.99,129.99,905.76,82.49,1970-06-14,762
711,643.05,31.91,876.09,372.48,1995-08-16,798
712,549.52,520.4,108.86,753.55,1917-07-22,457
713,280.52,71.94,608.64,727.61,1998-03-16,4
714,908.14,698.23,353.38,904.13,1941-02-09,681
715,139.53,541.48,263.22,548.82,1905-06-26,878
716,467.78,932.56,674.92,689.78,1965-08-02,857
717,739.41,503.98,187.11,72.65,2010-04-15,691
718,322.23,272.39,397.9,628.76,1995-09-20,948
719,327.6,588.62,343.03,127.68,2002-08-04,973
720,511.09,673.43,594.61,907.22,1947-12-25,429
721,860.96,410.3,641.29,405.78,1989-05-05,523
722,537.76,324.93,647.93,699.2,1956-09-24,755
723,357.37,341.49,416.1,466.42,1932-02-24,266
724,498.26,596.83,411.08,534.84,1993-01-31,566
725,705.36,967.19,49.93,227.3,1938-03-29,677
726,957.22,176.97,974.22,574.86,1950-11-22,407
727,490.8,796.72,886,672.26,1943-05-26,230
728,732.47,229.29,514.58,729.66,1986-12-15,529
729,213.86,641.31,318.55,840.27,1973-08-29,267
730,558.54,938.17,350.33,311.57,1906-02-06,881
731,845.21,721.57,83.85,146.61,1966-03-11,304
732,539.98,418.84,442.95,1000.72,1965-10-04,151
733,318.08,79.88,662.03,529.18,1989-04-03,109
734,342.13,618.22,361.14,945.98,1988-10-25,432
735,767.68,631.55,741.47,353.45,1960-08-12,724
736,370.61,782.29,189.88,852.29,1916-02-16,234
737,623.28,906.32,816.8,890.38,1985-09-28,330
738,189.17,611.84,470.75,957.99,1964-11-02,208
739,199.96,782.14,864.01,533.39,1923-02-13,809
740,475.03,207.62,599.87,185.67,1951-01-15,781
741,626.34,848.86,189.16,443.07,1930-11-10,435
742,733.76,624.28,517.65,539.85,1918-05-23,528
743,535.95,271.68,991.64,530.47,1934-02-28,496
744,138.3,672.23,464.1,301.81,2003-05-10,107
745,297.23,67.67,342.19,987.14,2011-09-04,938
746,934.73,367.43,877.23,821.94,1944-07-11,580
747,775.82,351.94,662.57,829.77,1965-03-11,854
748,752.99,40,378.59,502.21,1988-11-07,980
749,78.89,20.75,848.21,122.22,1964-12-03,494
750,653.46,807.46,811.21,503.29,1992-09-16,501
751,613.77,737.13,55.43,768.54,1935-01-03,331
752,263.96,898.06,386.06,918.56,1932-12-29,225
753,288.41,529.88,486.6,714.04,1917-05-29,993
754,78.97,298.54,123.8,397.01,1995-08-22,272
755,451.07,741.71,651.79,983.38,1946-02-18,861
756,606.52,870.82,354.96,705.65,1927-04-15,785
757,859.93,192.99,672.54,725.2,2008-01-09,244
758,360.59,737.77,247.53,964.02,1900-02-23,476
759,176.01,92.05,644.04,690.62,1985-04-21,759
760,979.1,719.44,981.02,155.73,1922-04-12,794
761,661.26,26.37,78.31,390.02,2004-01-22,847
762,532.94,141.44,252.22,662.45,1936-03-14,977
763,268.65,738.28,664.01,341.5,1989-12-12,903
764,788.31,494.7,714.66,105.81,1921-08-09,361
765,670.64,306.43,566.84,51.62,1918-10-12,642
766,376.7,220.01,576.34,694.34,1997-09-26,695
767,727.65,320.5,823.6,794.04,1985-09-03,343
768,138.91,768.88,843.65,327.36,1997-12-01,882
769,53.34,652.91,550.06,420.04,1949-10-29,947
770,999.28,114.03,173.61,635.9,2008-02-24,30
771,599.53,262.86,504.59,978.13,2009-03-19,602
772,694.18,219.7,24.25,729.11,1993-09-29,760
773,518.88,891.24,163.22,500.52,2016-04-27,191
774,718.88,147.58,391.61,849.48,1979-12-23,859
775,829.79,105.2,14.54,225.49,2011-02-04,46
776,991.05,506.96,797.9,445.75,2012-10-31,333
777,186.69,20.28,755.27,12.38,1939-10-16,615
778,97.69,288.11,199.16,558.62,1957-05-14,680
779,626.67,958.1,113.79,761.47,1938-11-01,429
780,900.79,130.42,253.49,596.21,1922-01-20,939
781,727.71,741.99,709.06,571.62,1915-02-01,612
782,461.67,619.33,570.35,239.98,1992-08-01,351
783,313.37,64.87,51.03,180.89,1952-09-19,542
784,781.46,209.27,141.35,562.35,1917-09-07,630
785,120.2,176.34,424.32,753.7,1950-04-19,656
786,466.6,525.91,285.07,874.55,1951-07-10,397
787,463.77,512.25,826.58,444.3,1929-04-18,387
788,217.61,228.68,252.67,565.63,2014-07-28,167
789,892.18,842.04,227.03,852.9,1939-07-04,398
790,747.64,548.57,417.82,64.12,1907-04-01,983
791,143.31,361.19,312.92,991.03,1989-06-04,310
792,408.28,935.27,100.83,968.95,1950-05-11,437
793,86.44,644.71,585.27,361.54,1942-08-02,276
794,749.59,321.67,777.71,116.04,1966-05-22,513
795,298.38,886.77,771.25,749.41,1932-08-24,206
796,703.05,791.81,547.25,790.38,2018-07-28,388
797,490.3,434.68,522.04,51.04,1974-10-03,937
798,96.31,404.64,536.23,283,1973-07-26,260
799,647.79,803.1,239.65,234.03,1980-07-13,923
800,486.13,322.5,771.61,98.85,1919-03-10,212
801,16.57,711.22,501.89,880.03,1933-02-19,509
802,94.9,674.84,386.44,254.18,1997-11-29,874
803,834.94,885.42,646.7,543.42,2014-12-06,142
804,635.28,548.59,553.47,741.6,2001-11-16,842
805,239.89,501.78,39.74,500.3,1941-09-18,763
806,45.7,697.99,717.51,414.52,1913-03-25,672
807,426.21,158.45,695.38,639.98,1952-05-05,766
808,164.38,326.94,882.05,128.51,2004-01-01,189
809,379.66,332.91,394.9,431.55,1915-01-04,23
810,994.61,856.09,14.66,681,1924-10-07,65
811,606.56,334.77,770.98,353.48,1997-07-25,805
812,752.52,542.64,167.45,909.37,1902-02-07,532
813,400.23,620.13,644.32,175.92,1940-10-01,647
814,48.99,476.19,80.05,599.76,1912-02-27,215
815,605.78,613.91,580.68,672.14,1932-03-11,813
816,740.56,827.69,251.59,384.23,2002-03-19,368
817,511.44,258.88,907.19,560.21,1958-01-06,16
818,862.65,180.17,530.24,91.13,1923-03-22,784
819,841.86,14.58,56.93,849.91,1926-05-11,98
820,790.39,699.75,783.88,405.53,1902-01-07,215
821,491.75,783.05,529.6,39.19,1954-03-20,714
822,682.48,232.18,637.63,51.79,1925-01-24,839
823,42.33,213.53,827.98,696.81,1944-04-06,952
824,358.54,962.56,396.74,550.93,1988-06-02,585
825,405.59,271.28,557.26,73.41,1957-12-08,880
826,152.72,176.79,425.81,263.48,1968-06-15,422
827,584.74,493.84,130.31,412.09,1958-01-13,928
828,484.86,853.83,22,544.71,1956-03-08,358
829,804.04,4.73,333.21,342.51,1919-11-07,432
830,871.99,977.4,728.17,865.41,1920-12-15,503
831,931.52,631.64,580.2,339.63,2005-07-02,488
832,499.81,179.1,874.14,951.74,1943-09-27,919
833,206.59,199.8,827.32,301.68,2007-01-26,748
834,808.08,907.27,933.71,553.33,1942-04-01,946
835,528.9,877.51,771.09,501.9,1965-11-01,728
836,249.53,14.56,995.7,243.43,1919-12-15,992
837,690.33,860.64,907.16,469.87,1923-01-02,729
838,963.53,339.05,57.57,439.49,1947-05-24,956
839,805.31,537.86,407.42,565.13,1970-02-04,22
840,482.76,824.13,588.66,747.05,1984-05-18,800
841,830.46,313.67,647.69,399.28,1919-05-31,627
842,461.6,896.46,496.74,438.7,1989-07-01,311
843,747.89,673.51,458.61,318.22,1985-11-24,434
844,297.27,859.47,765.29,718.43,1985-04-13,872
845,140.42,993.15,181.23,157.17,1946-05-14,507
846,439.11,764.08,487.25,283.82,1964-05-06,465
847,327.73,862.53,306.99,921.34,1913-07-25,736
848,584.08,97.58,25.78,363.72,1961-11-18,31
849,908.01,118.78,734.89,995.74,2019-12-17,3
850,251.85,291.08,35.57,86.28,1985-07-05,575
851,415.33,720.06,788.27,770.46,1993-04-10,8
852,111.87,397.47,681.58,700.17,1936-03-10,165
853,701.26,867.34,683.79,523.85,1913-11-16,16
854,724.64,541.43,627.31,142,1975-03-06,719
855,934.78,324.94,550.96,849.05,1949-04-28,587
856,896.49,778.07,292.25,251.7,1932-09-29,173
857,726.58,789.48,23.51,389.22,1944-05-29,959
858,566.13,573.53,905.39,39.12,2006-06-29,16
859,42.12,517.1,581.71,118.12,2012-10-26,170
860,932.61,829.22,54.23,659.69,1908-01-18,204
861,94.38,323.64,22.08,325.39,1938-02-21,476
862,795.89,291,654.95,323.33,1924-03-23,559
863,436.13,360.02,444.83,568.11,2014-05-05,839
864,1000.74,509.33,311.84,732.99,2012-04-27,804
865,975.52,837.2,194.79,642.71,2003-01-28,29
866,380.67,177.5,21.03,431.95,1921-04-19,594
867,575.04,898.89,616.7,554.64,1947-09-24,332
868,786.69,805.52,379.79,901.61,2008-09-11,700
869,829.75,389.18,282.14,253.62,1912-01-17,624
870,552.84,808.4,258.17,269.69,1911-06-10,859
871,808.07,223.66,891.88,777.25,1991-07-04,711
872,694.27,235.45,107.62,774.58,1938-05-05,90
873,473.44,727.27,192.09,650.4,1979-07-18,956
874,334.29,296.72,232.88,347.47,1922-04-09,538
875,509.66,867.75,974.86,742.51,1983-02-12,476
876,89.76,232,739.79,834.15,1949-11-05,932
877,149.5,289.33,830.09,842.38,1974-05-13,396
878,603.91,852.44,691.3,71.52,1934-10-01,889
879,400.71,385.52,528.66,386.99,1986-02-06,125
880,679.35,21.95,651.41,60.6,1921-12-17,180
881,220.13,280.55,477.08,393.05,1982-08-26,69
882,680.96,754.22,892.2,911.78,1980-05-30,88
883,694.14,91.41,863.83,946.69,1951-08-12,191
884,234.48,326.98,469.59,30.15,2009-05-31,188
885,613.82,882.87,77.82,722.88,2010-04-25,135
886,241.66,743.03,950.32,994.51,1998-01-23,294
887,181.97,366.87,297.15,883.16,1993-11-24,100
888,364.43,310.62,284.79,478.94,1920-03-07,424
889,471.77,4.56,809.59,110.57,1966-05-05,229
890,661.58,206.78,877.61,773.24,1979-01-15,612
891,112.39,610.54,338.59,236.15,1973-01-14,52
892,819.79,82.67,712.73,558.19,1978-03-14,939
893,275.95,78.38,136.45,124.16,2007-10-20,490
894,903.64,213.65,556.23,898.85,1948-12-29,461
895,662.47,556.08,191.24,235.13,1939-01-31,256
896,785.19,411.42,965.22,728.67,1926-07-26,460
897,390.77,705.05,716.12,171.48,1920-11-18,602
898,551.62,37.16,138.34,674.1,1912-07-11,733
899,140.47,636.6,781.37,818.46,2005-03-23,763
900,236.35,740.04,246.99,844.32,2019-06-15,398
901,825.3,345.49,254.96,784.71,1917-03-08,304
902,539.85,351.66,124.11,537.18,1959-05-13,181
903,199.8,67.7,104.03,111.76,1999-10-04,367
904,67.08,616.71,197.41,947.27,1990-02-19,930
905,214.59,634.96,170.96,107.17,1906-10-02,795
906,983.65,969.38,610.18,367.33,1923-08-11,254
907,277.43,543.93,682.96,784.51,2018-04-22,130
908,50.23,515.47,527.68,498.57,2004-11-11,315
909,175.57,631.42,392.42,68.8,1962-01-31,544
910,987.21,523.78,972.73,184.62,1907-11-15,680
911,106.39,816.02,691.16,149.45,2015-11-20,112
912,575.5,18.23,773.24,207.53,1986-05-27,380
913,808.49,726.95,765.98,494.83,1977-11-13,792
914,555.42,760.02,219.31,348.89,1929-04-12,414
915,543.23,700.07,22.27,599.93,2009-03-31,333
916,306.07,940.32,170.39,19.55,1902-05-02,902
917,46.96,130.91,617.94,474.37,1946-08-24,769
918,267.2,710.82,806.55,259.39,2008-12-26,837
919,248.87,422.9,291.47,72.42,2018-04-29,362
920,249.06,866.71,59.84,613.76,1999-05-19,385
921,10.35,375.78,514.55,44.47,1985-10-30,23
922,980.84,588.98,142.03,449.35,1928-05-22,255
923,733.21,463.96,855.34,43.06,1918-04-06,642
924,633.65,549.91,850.43,423.33,1971-07-08,690
925,856.1,255.43,503.3,47.22,1901-10-28,678
926,391.76,719.38,366.56,710.25,1920-02-28,465
927,794.91,544.79,422.64,458.52,1902-12-11,637
928,529.3,465.34,619.31,655.88,1972-10-18,941
929,482.92,206.72,566.55,816.29,2018-12-04,292
930,567.04,825,345.32,266.67,1961-11-20,885
931,294.7,335.89,454.8,351.69,1905-08-04,620
932,801.83,345.96,49.03,27.39,1913-04-09,832
933,129.56,65.7,853.94,451.24,1944-03-02,648
934,953.44,248.35,102.15,389.86,1924-10-17,548
935,286.95,168.29,701.47,459.87,1972-06-25,466
936,134.26,124,65.81,362.25,1908-07-04,645
937,624.81,193.75,85.07,663.85,1938-05-11,510
938,261.15,612.6,673.22,151.85,1921-01-29,959
939,156.94,118.43,493.98,253.74,1991-11-26,737
940,737.94,703.97,197.17,973.38,1984-06-15,244
941,604.01,537.96,655.14,651.41,1953-03-17,13
942,801.15,278.94,738.43,39.72,1951-08-18,853
943,812.5,681.5,652.83,933.92,1974-04-29,312
944,121.05,291.48,782.42,500.62,1932-01-30,890
945,375.83,343.2,739.15,894.06,1988-06-01,161
946,634.61,147.1,76.33,696,1942-06-07,658
947,692.59,397.84,626.16,181.37,2010-10-12,893
948,256.87,298.28,295.81,610.11,1930-05-27,831
949,674.79,933.2,928.86,999.97,1983-02-08,216
950,766.31,362.98,899.35,394.42,1957-01-11,574
951,634.34,970.58,630.38,649.41,2015-01-21,580
952,705.79,512.62,743.59,458.28,2000-03-08,385
953,313.57,383.97,706.06,904.65,2003-04-25,971
954,950.58,449.8,720.34,624.78,1943-07-20,12
955,227.67,461.67,794.42,249.49,2015-06-15,400
956,919.23,509.46,897.21,99.26,1931-08-06,716
957,548.37,414.22,415.99,658.18,1998-11-19,610
958,25,385.68,957.48,887.61,1999-10-30,144
959,249.44,212.52,668.96,413.39,1970-04-05,513
960,365.7,544.02,463.88,280.83,1961-10-15,927
961,764.02,938.38,9.17,336,1980-07-22,494
962,128.7,172.14,311.7,554.16,1945-02-15,533
963,953.54,723.73,614.35,68.2,1904-04-23,650
964,65.58,62.48,998.66,44.17,1964-11-12,427
965,110.29,725.77,752.01,324.04,1968-11-20,1000
966,377.91,966.05,67.94,460.77,1963-06-04,95
967,873.95,808.7,546.71,97.13,1905-08-08,752
968,748.9,375.05,543.73,274.23,1939-09-30,402
969,173.88,186.16,313.37,830,1981-07-01,233
970,655.88,293.98,869.22,6.79,1987-07-22,645
971,789.12,967.85,14.12,958.76,1997-04-23,168
972,783.78,507.07,182.88,427.94,1926-11-30,489
973,403.76,162.43,323.61,272.09,1971-03-27,840
974,168.74,215.15,474.58,53.64,1902-11-18,792
975,706.89,660.95,609.8,368.02,2005-11-11,340
976,754.82,970.3,433.9,773.86,1961-06-07,102
977,906.6,472.03,659.32,59.42,1934-11-24,431
978,454.81,924.22,697.1,269.12,1993-07-11,568
979,858.8,591.79,772.42,82.35,1900-02-09,582
980,36.97,909.08,623.68,381.67,1944-03-18,726
981,121.58,414.58,895.36,287.58,1927-03-11,952
982,863.39,121.41,153.44,229.01,1964-02-12,881
983,520.98,156.73,344.9,819.91,1903-12-27,848
984,632.45,295.92,664.06,242.15,1921-06-29,606
985,49.52,707.52,632.82,500.18,1997-05-05,585
986,21.88,817.64,149.49,406.6,1928-12-22,534
987,408.39,399.48,860.5,896.85,1912-04-04,24
988,266.01,945.51,130.01,269.27,1957-07-11,738
989,948.97,103.12,944.97,807.3,1960-11-13,339
990,709.08,580.93,88.44,242.4,1914-11-26,641
991,749.73,909.39,657.6,898.09,1995-04-26,7
992,569.19,702.88,844.61,739.58,2000-09-05,755
993,928.67,759.7,650.59,792.35,1998-01-12,722
994,509.01,597.22,94.96,766.02,1949-01-12,122
995,225.13,373.94,752.16,532.64,1962-02-23,109
996,783.41,568.98,254.37,732.59,2007-09-16,135
997,59.57,589,205.38,162.4,1931-05-29,154
998,126.21,824.95,236.02,961.25,1915-07-26,112
999,929.21,288.69,494,487.58,1982-08-12,902
1000,634.71,230.4,388.56,349.36,1952-03-06,695
1001,373.93,723.81,191.77,117.43,1974-01-05,793
1002,72.86,858.57,530.28,829.15,1975-07-06,242
1003,597.86,76.24,448.78,874.47,1904-06-10,692
1004,980.81,6.22,24.38,351.94,2017-03-20,168
1005,613.61,278.7,822.49,314.03,1962-10-20,606
1006,217.9,563.94,554.95,585.02,2009-01-05,657
1007,569.23,869.27,332.64,550.49,1977-12-26,192
1008,663.1,869.19,664.17,138.71,1958-01-02,63
1009,846.89,997.4,880.24,184.12,1989-06-08,120
1010,913.55,816.07,658.22,1.69,2017-12-20,858
1011,179.47,682.15,413.21,191.71,1913-08-01,920
1012,407.21,125.39,226.5,157.57,1902-07-23,514
1013,538.06,226.19,828.04,620.65,1997-05-14,29
1014,913.44,963.19,493.1,929.35,1941-11-06,782
1015,479.85,581.96,450.47,473.61,1925-11-21,594
1016,939.14,339.68,251.49,291.78,1920-03-20,893
1017,188.83,536.08,637.54,836.67,1955-08-16,551
1018,926.85,273.09,170.5,934.79,1935-11-20,15
1019,485.57,119.24,326.2,561.58,2011-12-08,882
1020,599.21,481.02,592.13,863.82,2017-01-14,829
1021,806.72,897.82,52.85,704.73,1912-04-19,48
1022,421.41,339.44,204.75,885.83,1992-12-12,143
1023,981.29,272.37,90.45,480.92,2010-01-09,724
1024,173.5,446.14,338.36,379.39,1908-02-19,609
1025,333.92,681.49,847.52,290.81,2006-02-20,281
1026,176.71,759.66,310.45,312.1,1964-10-17,931
1027,902.52,775.82,504.67,406.42,1930-05-07,4
1028,957.25,386.21,955.68,303.4,1987-09-16,893
1029,549.74,585.93,495.04,836.58,1978-07-31,752
1030,681.91,292.12,264.7,433.83,1969-07-27,6
1031,85.2,51.7,658.81,467.38,1945-06-02,925
1032,801.44,396.64,301.51,722.38,1956-07-02,589
1033,905.02,336.33,726.41,600.17,1940-12-03,609
1034,983.93,439.15,695.61,620.65,1928-01-13,286
1035,433.03,779.36,1.92,506.87,2019-11-10,893
1036,761.92,474.75,199.23,423.8,1934-01-20,437
1037,933.72,781.84,153.85,60.89,1936-03-05,454
1038,818.41,733.49,420.68,795.77,1950-10-24,293
1039,307.85,124.57,440.75,251.52,1933-10-01,231
1040,601.91,565.63,957.8,976.71,1999-09-01,55
1041,679.43,625.4,70.21,543.28,1995-10-01,383
1042,580.36,186.23,446.31,503.89,1918-09-25,126
1043,252.99,888.25,229.39,501.26,1920-04-21,376
1044,194.14,618.94,114.42,659.37,1902-01-24,825
1045,822.26,699.37,107.43,324.65,1960-12-28,78
1046,112.55,388.76,503.59,87.88,2012-10-24,563
1047,599.2,71.77,987.18,497.86,1906-12-26,313
1048,13.24,314.35,632.37,170.91,1938-12-11,617
1049,641.49,837.16,165.51,725.19,1988-05-07,84
1050,995.32,115.49,184.35,25.84,1928-05-16,815
1051,416.09,459.8,432.04,333.74,1935-02-27,173
1052,956.11,34.41,586.9,865.53,1926-06-29,386
1053,358.89,908.3,15.55,710.35,1979-08-10,497
1054,997.24,997.35,120.99,193.82,2011-11-29,689
1055,620.44,956.42,220.72,274.89,2013-06-24,192
1056,824.14,95.23,848.34,824.29,1927-05-11,479
1057,768.73,417.72,425.15,966.59,1930-02-09,967
1058,735.13,782.07,965.96,349.69,1931-01-31,312
1059,349.68,468.21,136.09,463.63,1962-12-08,796
1060,683.32,797.86,862.58,454.76,1921-08-29,886
1061,239.86,335.84,927.54,375.79,1977-12-18,803
1062,497.9,580.26,556.05,419.06,1996-10-27,529
1063,816.86,573.99,456.8,801.61,1901-07-10,128
1064,712.8,911.35,498.6,965.1,1978-11-18,196
1065,333.48,821.8,85.56,818.34,2005-06-20,691
1066,543.92,496.59,376.11,623.85,1949-07-30,660
1067,378.59,301.25,342.34,84.77,1941-03-23,473
1068,831.7,235.41,944.93,269.08,1936-04-23,378
1069,503.49,427.46,154.17,637.45,2013-01-21,603
1070,695.33,895.91,769.94,863.57,1957-09-04,873
1071,229.99,366.78,232.76,687.3,1985-10-17,785
1072,68.6,195.05,571.36,41.1,2003-01-17,590
1073,632.05,196.08,106.35,447.48,1973-04-16,927
1074,433.53,974.97,580.25,924.87,1997-11-04,215
1075,433.82,724.54,918.08,714.16,1913-02-17,954
1076,367.41,753.92,804.52,346.18,1922-07-13,35
1077,426.42,596.12,660,57.24,1901-01-13,498
1078,219.72,54.61,535.79,387.34,1921-02-05,405
1079,432.32,617.29,882,804.01,1943-06-18,728
1080,483.01,944.82,269.79,191.99,1911-12-04,202
1081,902.53,533.39,92.41,845.23,1950-03-14,107
1082,32.99,611.08,265.88,661.88,1907-08-28,602
1083,666.35,686.59,133.99,839.19,1976-02-17,222
1084,794.59,68.61,282.4,774.56,2007-02-14,624
1085,34.06,976.87,552.13,218.56,1945-10-07,739
1086,287.25,51.95,774.92,149.82,1953-01-18,552
1087,17.39,929.17,200.91,684.56,1945-10-02,836
1088,847.1,376.88,811.45,901.47,1952-03-04,160
1089,53.71,467.62,410.88,188.49,1941-02-08,500
1090,594.03,146.35,11.07,999.65,2005-09-19,559
1091,306.77,515.26,231.86,335.17,1930-11-30,370
1092,750.51,383.43,410.87,113.97,1961-05-04,507
1093,458.69,960.29,735.62,915.68,1998-01-16,623
1094,251.71,616.16,534.37,430.66,2001-08-02,562
1095,332.27,913.37,614.41,180.43,1975-12-07,599
1096,126.48,57.52,926.83,878.74,1900-03-06,778
1097,2.01,375.34,134.83,955.47,1960-01-26,402
1098,770.26,747.37,964.62,592.14,1931-02-22,920
1099,896.74,534.26,783.68,997.86,1914-02-03,502
1100,439.22,433.19,752.41,342.9,1941-01-27,608
1101,861.93,743.97,768.98,234.37,1957-07-10,970
1102,434.75,998.37,900.38,115.65,2009-12-12,942
1103,415.05,279.12,454.04,987.11,1988-10-08,422
1104,919.01,826.86,586.26,845.22,1920-09-30,89
1105,63.31,671.51,982.84,328.98,2004-03-24,237
1106,771.34,842.18,168.69,343.9,1993-01-03,653
1107,573.7,330.58,739.21,744.24,1946-11-17,709
1108,929.71,558.65,62,274.05,1934-05-03,374
1109,148.75,6.24,912.28,14.69,1954-08-22,929
1110,531.01,557.56,601.41,302.65,1900-04-17,795
1111,256.98,139.17,449.55,763.48,2009-01-24,639
1112,192.29,762.63,590.94,771.1,1966-01-19,318
1113,825.09,526.72,347.34,9.65,1978-03-12,526
1114,807.19,195.69,442.92,337.94,1942-02-13,800
1115,151.4,696.03,2.34,148.76,1934-09-23,757
1116,320.43,860.8,623.1,268.25,2012-10-12,250
1117,518.83,941.43,723.95,841.76,1947-06-23,14
1118,507.99,182.06,333.19,939.82,1955-09-19,621
1119,528.96,784.75,653.89,736.98,1968-06-10,371
1120,996.68,796.39,596.18,713.22,1933-05-18,790
1121,565.67,104.86,901.09,566.8,1965-01-25,215
1122,897.06,316.85,900.09,671.79,2013-09-02,160
1123,891.07,105.06,870.73,292,2003-07-05,581
1124,358.39,583.5,370.27,886.85,1946-11-18,594
1125,156.27,279.74,454.17,111.86,1980-07-02,791
1126,161.25,244.93,46.86,566.32,1957-08-23,548
1127,651.19,95.25,86.33,225.24,1987-07-19,67
1128,260.34,283.77,280.65,979.88,1943-11-02,231
1129,304.24,551.77,791.81,889.58,1967-08-12,249
1130,754.56,320.6,432.93,203.6,1934-08-23,184
1131,688.61,372.58,273.9,427.73,1968-10-19,523
